Aurangābād,24.752037,84.374202
Kohima,25.674673,94.110988
Gangtok,27.325739,88.612155
Karūr,10.960277,78.076753
Jorhāt,26.757509,94.203055
Panaji,15.498289,73.824541
Saidpur,34.318174,74.457093
Tezpur,26.633333,92.8
Itanagar,27.102349,93.692047
Daman,20.414315,72.83236
Silvassa,20.273855,72.996728
Diu,20.715115,70.987952
Dispur,26.135638,91.800688
Kavaratti,10.566667,72.616667
Calicut,11.248016,75.780402
Kagaznāgār,19.331589,79.466051
Jaipur,26.913312,75.787872
Ghandinagar,23.216667,72.683333
Panchkula,30.691512,76.853736
