temp,max_temp,wind_speed,cloudcover,precip,humidity,class
95.62,95.28999999999999,110.38,108.11,544.9,117.86,1
76.06,92.85,135.11,76.66999999999999,545.17,133.91,1
67.24000000000001,102.18,124.37,104.96,520.85,122.99,1
92.14,81.94,135.69,100.55,544.54,118.49,1
67.3,79.50999999999999,119.09,108.39999999999999,544.39,117.77,1
72.37,80.14,122.49,89.09,526.61,122.44999999999999,1
64.28999999999999,94.17,107.74,81.37,548.48,121.66,1
69.1,101.3,111.05,79.19999999999999,520.27,136.71,1
86.06,95.03,122.22999999999999,94.47999999999999,519.41,128.41,1
85.4,91.75,123.38999999999999,85.89,541.79,137.37,1
76.57,85.35,127.10999999999999,101.94999999999999,525.61,135.1,1
90.61,91.1,123.44999999999999,108.99,534.33,150.89999999999998,1
95.38,95.13,112.31,86.0,529.14,121.43,1
63.46,102.11,103.75999999999999,101.5,529.02,149.48000000000002,1
69.5,72.9,110.12,82.09,545.04,149.86,1
70.74000000000001,72.75999999999999,129.81,85.43,524.2,144.31,1
88.43,79.05,111.72999999999999,103.58,528.37,120.00999999999999,1
63.99,89.8,124.13,91.13,520.18,122.66999999999999,1
30.3,38.0,23.0,40.4,69.0,75.08,1
70.25,80.25999999999999,76.96000000000001,96.67,116.92,121.13,1
95.36999999999999,77.66,84.22999999999999,103.88,106.94,137.23,1
67.71,93.44,89.54,97.88,105.74000000000001,124.97,1
83.19,76.28999999999999,78.58,80.62,114.71000000000001,111.19999999999999,1
67.22,73.13,74.35,80.53,127.78999999999999,113.15,1
69.91,81.06,62.86,99.61,105.12,111.74,1
68.66,81.95,59.05,94.75999999999999,122.65,126.78,1
79.49,101.28,79.34,93.37,124.02000000000001,135.47,1
74.66,101.09,68.16,84.1,125.83,111.69999999999999,1
94.91,84.92,56.69,106.18,115.82,114.82,1
66.28,95.81,74.57,99.93,118.36,124.03999999999999,1
92.53,88.24000000000001,79.35,92.4,116.49000000000001,108.9,1
67.26,97.24000000000001,57.14,82.18,117.09,117.06,1
73.35,83.18,77.5,83.77,117.86,140.34,1
92.86,101.22,66.28,83.83,113.8,140.53,1
67.98,95.3,58.75,76.56,121.87,121.4,1
74.38,92.96000000000001,86.50999999999999,104.07,105.5,118.25999999999999,1
96.06,102.74,80.75999999999999,75.72999999999999,119.36,126.19999999999999,1
96.24,74.33,75.8,85.88,109.91,136.06,1
27.8,33.1,13.9,62.8,127.01,75.72,1
76.27,95.00999999999999,48.73,111.15,192.26,126.24000000000001,1
90.73,95.23,49.14,121.82,165.31,133.35,1
89.47,92.14,54.82,123.83,168.65,142.2,1
79.21,87.38,71.32000000000001,107.72,165.08,140.87,1
79.86,83.64,53.82,109.11,186.68,133.89,1
90.46,81.73,72.55,102.52,165.46,117.62,1
88.81,78.64,59.4,127.56,172.89000000000001,119.13,1
64.81,85.89,72.52,126.50999999999999,173.63,119.14,1
91.6,91.43,58.67,99.47999999999999,160.55,113.24000000000001,1
63.53,92.34,59.43,100.56,184.54000000000002,110.03,1
88.11,96.69,67.75,108.53999999999999,175.53,140.66,1
73.98,70.96000000000001,58.16,103.59,183.79000000000002,117.50999999999999,1
91.83,80.69,64.23,124.43,183.48000000000002,114.52,1
73.97,82.09,58.24,118.37,180.3,124.88,1
78.36,99.0,63.42,116.44,180.42000000000002,122.38,1
70.72,78.88,77.92,124.00999999999999,193.38,139.43,1
88.69,86.53999999999999,55.85,105.47999999999999,187.99,125.71000000000001,1
78.43,76.33,71.35000000000001,99.94,169.76,134.73,1
63.510000000000005,73.03999999999999,78.16000000000001,121.91999999999999,161.25,119.84,1
31.2,39.6,16.4,50.1,132.01,68.99,1
79.77,93.37,67.97999999999999,97.57,190.88,121.78,1
71.59,81.34,70.09,94.24000000000001,167.39999999999998,106.72,1
80.36,86.66,55.55,91.32,196.92,131.26999999999998,1
97.56,90.75,63.589999999999996,101.74000000000001,191.82999999999998,104.14999999999999,1
77.37,90.99000000000001,65.07,104.50999999999999,190.66,122.60999999999999,1
96.47,80.6,53.16,113.15,171.12,110.41,1
75.33,80.52000000000001,51.35,92.38,197.88,125.17999999999999,1
77.33,99.75,68.43,114.94,196.21999999999997,128.94,1
92.45,74.47,72.62,107.28999999999999,182.60999999999999,108.55,1
81.65,91.81,59.17,109.31,176.43,127.27,1
68.15,96.71000000000001,74.31,109.53999999999999,180.45999999999998,125.58,1
91.69,80.53,82.78999999999999,112.53999999999999,166.67,110.41999999999999,1
86.41,97.41,72.21000000000001,84.9,179.92,109.24,1
91.04,85.17,81.30000000000001,103.89,172.06,111.19999999999999,1
95.3,92.74000000000001,67.13,103.62,186.60999999999999,110.5,1
70.96,98.75999999999999,70.33,103.43,173.95999999999998,104.38,1
82.39,87.14,75.25999999999999,91.13,167.76999999999998,135.23,1
70.14,95.75999999999999,59.64,88.30000000000001,171.57,106.09,1
85.48,77.67,64.21000000000001,113.07,181.95,112.09,1
23.6,30.0,18.4,59.8,43.35,78.55,1
73.15,83.49000000000001,59.97,96.93,102.83,138.98,1
88.03,84.21000000000001,60.57,99.88,99.83,113.81,1
62.59,80.59,57.93,102.46,88.75999999999999,139.63,1
85.88,73.15,63.89,122.13,98.94,144.22,1
65.22,67.0,67.55,117.66999999999999,107.75999999999999,130.78,1
60.54,72.75,71.92,95.38,85.94,139.48,1
69.81,65.02000000000001,55.12,116.47,105.84,127.69999999999999,1
80.03,64.75999999999999,77.02,119.71,76.93,114.5,1
78.28,65.81,83.22,120.66999999999999,105.77000000000001,113.84,1
70.52000000000001,82.03,80.05,95.91,76.81,130.92,1
61.730000000000004,82.7,82.80000000000001,98.82,81.67,136.88,1
66.7,77.67,63.03,117.66,95.58,142.36,1
79.35,87.45,67.93,119.56,81.58,117.72,1
61.65,87.3,66.97,106.37,101.68,137.29,1
61.51,73.06,75.25,95.25,79.45,131.01999999999998,1
71.78,94.83,75.13,95.32,79.67,136.56,1
67.74000000000001,94.42,62.71,120.8,108.91,128.03,1
87.75999999999999,76.35,76.74000000000001,119.52,87.06,140.95,1
64.96000000000001,93.38,63.47,120.19999999999999,80.41,124.99,1
24.5,33.9,11.4,86.1,190.2,85.39,1
88.84,79.21000000000001,44.98,144.17,252.35,122.8,1
86.9,73.78999999999999,65.86,138.47,226.08999999999997,147.31,1
79.55,90.09,67.27,122.42999999999999,253.81,122.19,1
63.83,77.77,61.53,128.32,245.82999999999998,146.47,1
73.57,71.37,64.16,143.82,255.98,122.43,1
86.94,92.94999999999999,58.33,131.97,226.17,146.19,1
86.72999999999999,95.64,74.22,124.32,226.88,132.37,1
65.68,78.65,55.69,123.38,240.47,129.41,1
87.36,77.44,56.21,138.97,256.0,124.61,1
59.72,90.06,68.23,122.22,254.99,146.16,1
78.07,71.18,77.61,138.38,238.88,144.07999999999998,1
79.61,98.38999999999999,47.89,150.68,234.58999999999997,132.06,1
88.67,73.36,75.24000000000001,125.69,234.6,125.92,1
79.57,96.41,70.64,149.26,255.45,150.54000000000002,1
78.42,71.88,67.47,120.55,226.1,131.85,1
86.86,76.72,75.89,128.10999999999999,242.32,139.27,1
68.61,99.57,57.66,144.67,238.52999999999997,127.06,1
57.83,78.58,65.35000000000001,121.94,228.5,125.57,1
78.74000000000001,76.87,67.57000000000001,119.96,256.03,150.25,1
27.7,33.7,18.3,84.5,183.6,91.27,1
94.05,67.52000000000001,82.95,131.69,241.41,130.82999999999998,1
74.17999999999999,96.19,54.2,145.01,220.43,129.18,1
66.42,99.51,80.46,140.13,240.2,125.36,1
86.16,81.27000000000001,59.2,142.12,234.93,140.54,1
79.17999999999999,97.61,80.36,139.66,234.47,149.62,1
78.7,87.17,81.75,127.88,222.0,127.49,1
71.47,98.54,71.2,138.98,223.26999999999998,139.32999999999998,1
90.96,93.71000000000001,54.849999999999994,138.86,228.26999999999998,136.14,1
78.29,95.28,76.61,132.3,234.43,130.64,1
90.36,86.9,77.99,134.73,231.99,155.95999999999998,1
62.019999999999996,76.97,59.09,120.43,235.8,140.26,1
67.03,96.19,78.6,130.35,237.82,136.68,1
70.96,87.11,52.730000000000004,133.8,239.48,127.44999999999999,1
70.71,100.32000000000001,63.120000000000005,125.25999999999999,233.47,125.47999999999999,1
72.86,96.2,55.66,122.72999999999999,219.64999999999998,135.0,1
67.59,87.67,54.7,137.82,231.93,153.85,1
88.13,95.54,57.510000000000005,137.73,229.38,130.76,1
64.09,90.91,53.2,129.4,241.01,156.66,1
85.27,82.46000000000001,59.81,142.2,231.95,150.78,1
28.2,32.3,18.3,58.2,350.2,82.91,1
93.99000000000001,73.41999999999999,54.879999999999995,118.77000000000001,405.01,149.16,1
91.96,93.88,59.92,121.28,384.9,130.17,1
88.46,67.39,53.790000000000006,104.2,403.31,136.31,1
89.57,89.72,62.120000000000005,121.80000000000001,405.82,130.70999999999998,1
69.51,91.49,76.04,108.48,414.46,120.96,1
66.47,73.28,84.17,105.27000000000001,406.94,117.56,1
67.1,93.62,78.03,110.41,395.95,148.89999999999998,1
86.6,92.77,53.91,123.28,406.73,135.59,1
80.41,94.94,55.209999999999994,109.85,411.68,140.13,1
87.92,88.07,81.93,112.19,395.68,137.79,1
87.49,84.82,65.37,94.78,405.33,125.93,1
94.8,93.91,54.69,123.58,399.65,116.50999999999999,1
74.26,86.83,54.540000000000006,102.38,385.49,140.03,1
70.88,73.39,71.12,118.51,388.45,126.91,1
84.57,95.16,79.06,117.65,413.76,126.47,1
75.31,87.06,73.13,113.5,385.21,127.44,1
87.13,80.72999999999999,82.50999999999999,108.63,409.2,142.41,1
83.92,82.28999999999999,56.629999999999995,124.28,384.7,140.51,1
66.32,79.75,72.04,123.74000000000001,386.32,137.98,1
28.7,36.1,11.4,93.0,197.2,89.13,1
73.52,74.27000000000001,58.71,139.65,237.88,150.39,1
75.76,101.38,51.49,152.89,252.19,144.88,1
91.15,75.35,73.82000000000001,144.95,235.39999999999998,127.09,1
84.17999999999999,84.66,54.019999999999996,157.45999999999998,237.70999999999998,141.53,1
84.92999999999999,71.49000000000001,48.92,146.0,258.32,137.93,1
78.77,95.2,66.15,136.6,253.07,128.48,1
67.62,84.02000000000001,65.53,128.88,258.37,128.42,1
87.63,75.9,59.78,154.21,260.28,124.25999999999999,1
77.91,81.58,59.21,158.25,262.49,135.64,1
85.03,98.53999999999999,76.55000000000001,131.76,262.56,137.29,1
64.86,97.19,77.66000000000001,148.69,259.94,140.34,1
87.42,76.25999999999999,64.48,133.32999999999998,258.21,125.24,1
76.77,80.08,45.449999999999996,142.57999999999998,255.37,135.60999999999999,1
92.03,94.72,72.04,157.82,241.91,122.69999999999999,1
91.04,76.2,46.47,135.21,241.81,147.15,1
84.27,96.36,50.129999999999995,130.63,247.83999999999997,155.78,1
75.6,69.67,61.339999999999996,153.98,255.04999999999998,128.76,1
70.6,85.33,57.309999999999995,136.44,245.56,123.71,1
76.32,74.08,49.61,159.48000000000002,255.95,154.61,1
23.3,24.4,2.2,59.3,218.0,91.06,1
68.25,61.49,52.290000000000006,107.91999999999999,282.68,142.84,1
74.95,65.44,58.81,93.75999999999999,281.29,131.28,1
76.64,67.56,48.75,111.07,263.51,132.99,1
82.84,80.97,47.67,105.77,281.92,127.19,1
78.92,85.44,52.56,106.53999999999999,268.35,129.03,1
73.94,69.03,57.99,117.8,252.15,130.82,1
56.989999999999995,72.8,66.34,106.88,264.89,135.07,1
62.260000000000005,57.9,49.150000000000006,112.75,256.65,127.06,1
70.83,71.37,39.59,116.49,260.25,128.33,1
75.5,83.69999999999999,40.980000000000004,105.93,257.62,130.08,1
70.07000000000001,87.15,66.75,106.56,276.06,127.43,1
63.64,87.57,58.1,99.24,263.24,127.26,1
76.15,75.94999999999999,42.95,107.11,252.39,145.83,1
61.0,83.44999999999999,39.35,115.35,269.03,138.63,1
83.85,90.6,67.21000000000001,93.72,271.38,148.67000000000002,1
76.5,86.22,43.59,100.9,276.88,143.7,1
84.28,65.03,52.580000000000005,120.78999999999999,280.11,138.67000000000002,1
77.91,60.49,56.42,95.81,252.71,139.48000000000002,1
71.17,83.28999999999999,58.050000000000004,100.0,281.42,143.13,1
29.0,35.1,16.1,77.3,421.59,82.18,1
63.95,89.00999999999999,69.22,127.47,460.48999999999995,143.22,1
71.38,98.80000000000001,63.22,122.93,476.23999999999995,121.44,1
83.18,88.5,62.03,118.49,464.91999999999996,115.53,1
79.9,96.49000000000001,62.5,124.72,476.33,138.08,1
92.50999999999999,80.37,55.39,136.87,469.29999999999995,127.61000000000001,1
94.03,100.34,75.71000000000001,128.82,455.7,133.39000000000001,1
89.13,79.55000000000001,56.33,143.87,455.96999999999997,116.35000000000001,1
82.34,100.53999999999999,61.660000000000004,135.15,474.46999999999997,122.99000000000001,1
87.47999999999999,71.28,80.72999999999999,117.75999999999999,458.21999999999997,146.34,1
75.75,79.50999999999999,68.25999999999999,117.71,471.10999999999996,133.98000000000002,1
67.59,68.52000000000001,53.67,120.37,471.84999999999997,117.16,1
82.88,75.62,81.91,135.61,471.85999999999996,124.23,1
74.4,88.98,80.97999999999999,141.82999999999998,462.67999999999995,148.0,1
75.27000000000001,95.35,75.78,123.35,467.69,117.72,1
77.89,92.55000000000001,49.75,120.41,458.79999999999995,147.88,1
95.07,94.6,69.31,143.62,460.51,116.0,1
81.78,90.93,71.07,123.99,482.87,145.92000000000002,1
93.31,77.46000000000001,80.88,135.18,477.92999999999995,124.4,1
69.9,91.16,67.93,143.75,486.29999999999995,126.60000000000001,1
28.0,35.7,4.7,82.1,161.31,83.48,1
88.43,73.24000000000001,70.77,128.16,210.88,131.82,1
74.0,87.61,62.85,144.72,201.38,124.9,1
88.67,75.15,43.17,124.47,219.89,121.67,1
62.46,77.33000000000001,52.45,134.97,218.41,145.07,1
74.33,89.18,65.37,119.05,205.41,124.13,1
86.07,74.91,47.980000000000004,134.98,196.87,148.68,1
92.83,72.29,70.46000000000001,134.16,202.1,141.43,1
81.87,81.78,56.760000000000005,147.53,213.77,119.01,1
67.67,97.94,69.15,120.74,205.84,145.11,1
83.55,78.24000000000001,40.42,129.70999999999998,199.93,120.71000000000001,1
89.64,82.4,53.370000000000005,142.24,209.21,124.75,1
80.37,89.92,65.94,140.3,227.87,125.27000000000001,1
82.89,94.42,50.220000000000006,121.06,221.16,134.09,1
72.93,79.49000000000001,60.260000000000005,127.1,204.23000000000002,128.38,1
84.28999999999999,70.25,67.76,120.0,202.48000000000002,117.37,1
66.4,71.89,48.56,129.0,224.68,117.55000000000001,1
68.41,75.19,46.870000000000005,148.17,216.2,129.34,1
76.00999999999999,76.14,64.67,119.12,218.84,147.14,1
86.31,84.52000000000001,68.7,141.57999999999998,195.11,142.77,1
29.5,40.0,17.2,59.6,101.0,79.68,1
74.78,82.4,82.34,106.52000000000001,153.39,136.4,1
94.29,81.16,82.23,96.36,157.1,132.28,1
66.71000000000001,82.07,51.25,121.67,154.5,123.81,1
93.02000000000001,92.71000000000001,50.89,120.94,164.48,145.03,1
78.6,102.75999999999999,72.86,98.82,155.46,136.14000000000001,1
68.9,103.82,55.03,117.49000000000001,155.86,133.91,1
89.95,90.19,67.17,107.18,142.59,117.44,1
96.08,100.52000000000001,74.45,118.06,145.07,131.95000000000002,1
76.6,100.89,53.31999999999999,106.03999999999999,155.38,124.41,1
91.00999999999999,86.85,75.08,111.52000000000001,165.5,115.99000000000001,1
67.44,97.0,68.06,106.05000000000001,155.81,134.01,1
87.21000000000001,86.17,63.83,115.67,134.69,114.91,1
72.67,89.02000000000001,83.34,109.99000000000001,165.97,133.52,1
87.72,78.34,60.94,107.80000000000001,165.57,143.88,1
88.56,75.12,64.47,103.86,149.7,132.52,1
94.96,100.17,76.53,97.15,152.84,115.33000000000001,1
69.93,91.06,83.31,95.16,141.11,116.82000000000001,1
69.81,91.56,52.14,122.59,145.94,139.26,1
92.56,93.25999999999999,70.67,112.63,146.32999999999998,141.68,1
28.0,33.3,26.4,70.2,1192.0,87.76,1
69.19,77.39,91.78,106.35,1254.83,121.62,1
63.19,91.07,81.47,117.79,1254.99,130.18,1
70.78999999999999,99.92,73.03999999999999,104.45,1227.75,121.29,1
93.06,78.34,74.85,124.63,1245.43,124.18,1
77.62,85.43,75.39,130.34,1251.45,127.58000000000001,1
67.77000000000001,96.59,84.03999999999999,109.73,1240.32,133.75,1
89.14,68.87,91.78999999999999,124.93,1233.66,138.33,1
93.92,90.93,66.64,130.82,1256.53,137.49,1
61.67,97.81,68.18,127.59,1236.95,130.55,1
93.78,96.47999999999999,66.67,128.24,1245.5,145.18,1
75.75999999999999,95.22,79.87,131.83,1228.58,136.16,1
72.59,98.88,92.69,116.38,1228.81,129.51,1
82.39,72.97999999999999,70.87,109.12,1240.69,136.19,1
69.74000000000001,87.07,75.62,119.2,1253.21,123.55000000000001,1
